File,aid,Date,0,1,2,3
_1_km_monthly_pixel_reliability_2019001_aid0001,aid0001,2019-01-01 00:00:00+00:00,2752999,1111960,197437,114032
_1_km_monthly_pixel_reliability_2019032_aid0001,aid0001,2019-02-01 00:00:00+00:00,2788826,1069872,199474,122616
_1_km_monthly_pixel_reliability_2019060_aid0001,aid0001,2019-03-01 00:00:00+00:00,3107099,806971,195494,72048
_1_km_monthly_pixel_reliability_2019091_aid0001,aid0001,2019-04-01 00:00:00+00:00,3209949,791768,155122,25401
_1_km_monthly_pixel_reliability_2019121_aid0001,aid0001,2019-05-01 00:00:00+00:00,2878091,1163221,102686,38413
_1_km_monthly_pixel_reliability_2019152_aid0001,aid0001,2019-06-01 00:00:00+00:00,2222915,1719568,64437,175208
_1_km_monthly_pixel_reliability_2019182_aid0001,aid0001,2019-07-01 00:00:00+00:00,753263,2307012,21747,1100011
_1_km_monthly_pixel_reliability_2019213_aid0001,aid0001,2019-08-01 00:00:00+00:00,850828,2080759,11580,1238811
_1_km_monthly_pixel_reliability_2019244_aid0001,aid0001,2019-09-01 00:00:00+00:00,1414771,2544768,17316,202321
_1_km_monthly_pixel_reliability_2019274_aid0001,aid0001,2019-10-01 00:00:00+00:00,1557404,2483151,48106,88983
_1_km_monthly_pixel_reliability_2019305_aid0001,aid0001,2019-11-01 00:00:00+00:00,1865647,2108444,142685,60861
_1_km_monthly_pixel_reliability_2019335_aid0001,aid0001,2019-12-01 00:00:00+00:00,1849309,2002881,178597,147011
_1_km_monthly_pixel_reliability_2020001_aid0001,aid0001,2020-01-01 00:00:00+00:00,2151305,1677908,217132,129029
_1_km_monthly_pixel_reliability_2020032_aid0001,aid0001,2020-02-01 00:00:00+00:00,2497826,1400366,213029,67601
_1_km_monthly_pixel_reliability_2020061_aid0001,aid0001,2020-03-01 00:00:00+00:00,2948415,984091,193695,53800
_1_km_monthly_pixel_reliability_2020092_aid0001,aid0001,2020-04-01 00:00:00+00:00,2658367,1321862,159457,42142
_1_km_monthly_pixel_reliability_2020122_aid0001,aid0001,2020-05-01 00:00:00+00:00,2817906,1212366,100118,51938
_1_km_monthly_pixel_reliability_2020153_aid0001,aid0001,2020-06-01 00:00:00+00:00,1535049,2162185,39446,445525
_1_km_monthly_pixel_reliability_2020183_aid0001,aid0001,2020-07-01 00:00:00+00:00,862523,1954307,18705,1346518
_1_km_monthly_pixel_reliability_2020214_aid0001,aid0001,2020-08-01 00:00:00+00:00,1033278,2527342,13940,607224
_1_km_monthly_pixel_reliability_2020245_aid0001,aid0001,2020-09-01 00:00:00+00:00,1445453,2581195,15311,135755
_1_km_monthly_pixel_reliability_2020275_aid0001,aid0001,2020-10-01 00:00:00+00:00,2123522,2012268,21533,19900
_1_km_monthly_pixel_reliability_2020306_aid0001,aid0001,2020-11-01 00:00:00+00:00,2561941,1525128,48955,39950
_1_km_monthly_pixel_reliability_2020336_aid0001,aid0001,2020-12-01 00:00:00+00:00,2553637,1380852,152574,89631
_1_km_monthly_pixel_reliability_2021001_aid0001,aid0001,2021-01-01 00:00:00+00:00,2235500,1669363,172508,98633
_1_km_monthly_pixel_reliability_2021032_aid0001,aid0001,2021-02-01 00:00:00+00:00,2615972,1347115,153305,61629
_1_km_monthly_pixel_reliability_2021060_aid0001,aid0001,2021-03-01 00:00:00+00:00,2439726,1547461,140581,51959
_1_km_monthly_pixel_reliability_2021091_aid0001,aid0001,2021-04-01 00:00:00+00:00,2242220,1751440,148363,39396
_1_km_monthly_pixel_reliability_2021121_aid0001,aid0001,2021-05-01 00:00:00+00:00,2392382,1642440,88514,58583
_1_km_monthly_pixel_reliability_2021152_aid0001,aid0001,2021-06-01 00:00:00+00:00,1390928,2324055,41876,425180
_1_km_monthly_pixel_reliability_2021182_aid0001,aid0001,2021-07-01 00:00:00+00:00,774928,2209362,11698,1186375
_1_km_monthly_pixel_reliability_2021213_aid0001,aid0001,2021-08-01 00:00:00+00:00,1087444,2056989,12483,1025271
_1_km_monthly_pixel_reliability_2021244_aid0001,aid0001,2021-09-01 00:00:00+00:00,1774914,2217659,15662,173143
_1_km_monthly_pixel_reliability_2021274_aid0001,aid0001,2021-10-01 00:00:00+00:00,2522763,1565898,30958,58092
_1_km_monthly_pixel_reliability_2021305_aid0001,aid0001,2021-11-01 00:00:00+00:00,1716316,2212195,118019,131282
_1_km_monthly_pixel_reliability_2021335_aid0001,aid0001,2021-12-01 00:00:00+00:00,1628832,2359280,110354,81472
_1_km_monthly_pixel_reliability_2022001_aid0001,aid0001,2022-01-01 00:00:00+00:00,1608992,2192454,203645,172702
_1_km_monthly_pixel_reliability_2022032_aid0001,aid0001,2022-02-01 00:00:00+00:00,2591705,1279411,209537,98577
_1_km_monthly_pixel_reliability_2022060_aid0001,aid0001,2022-03-01 00:00:00+00:00,2884570,1109656,151770,35446
_1_km_monthly_pixel_reliability_2022091_aid0001,aid0001,2022-04-01 00:00:00+00:00,2085233,1976496,92119,28350
_1_km_monthly_pixel_reliability_2022121_aid0001,aid0001,2022-05-01 00:00:00+00:00,2112409,1972361,42305,55282
_1_km_monthly_pixel_reliability_2022152_aid0001,aid0001,2022-06-01 00:00:00+00:00,1718745,2006481,24068,432872
_1_km_monthly_pixel_reliability_2022182_aid0001,aid0001,2022-07-01 00:00:00+00:00,875079,1771656,7891,1527524
_1_km_monthly_pixel_reliability_2022213_aid0001,aid0001,2022-08-01 00:00:00+00:00,1206806,2505197,7664,462398
_1_km_monthly_pixel_reliability_2022244_aid0001,aid0001,2022-09-01 00:00:00+00:00,1728570,2279589,15427,155100
_1_km_monthly_pixel_reliability_2022274_aid0001,aid0001,2022-10-01 00:00:00+00:00,2255084,1830395,32809,57240
_1_km_monthly_pixel_reliability_2022305_aid0001,aid0001,2022-11-01 00:00:00+00:00,2340091,1645809,133597,56501
_1_km_monthly_pixel_reliability_2022335_aid0001,aid0001,2022-12-01 00:00:00+00:00,2835541,1134469,106743,100844
_1_km_monthly_pixel_reliability_2023001_aid0001,aid0001,2023-01-01 00:00:00+00:00,2845337,1057275,152624,121388
_1_km_monthly_pixel_reliability_2023032_aid0001,aid0001,2023-02-01 00:00:00+00:00,3224381,695622,163355,95598
_1_km_monthly_pixel_reliability_2023060_aid0001,aid0001,2023-03-01 00:00:00+00:00,2469722,1499701,148340,62476
_1_km_monthly_pixel_reliability_2023091_aid0001,aid0001,2023-04-01 00:00:00+00:00,2732061,1258607,133925,56801
_1_km_monthly_pixel_reliability_2023121_aid0001,aid0001,2023-05-01 00:00:00+00:00,2865572,1172849,111854,31722
_1_km_monthly_pixel_reliability_2023152_aid0001,aid0001,2023-06-01 00:00:00+00:00,2477451,1375696,46412,282753
_1_km_monthly_pixel_reliability_2023182_aid0001,aid0001,2023-07-01 00:00:00+00:00,812188,1780428,15979,1573554
_1_km_monthly_pixel_reliability_2023213_aid0001,aid0001,2023-08-01 00:00:00+00:00,1127114,2733768,12793,308194
_1_km_monthly_pixel_reliability_2023244_aid0001,aid0001,2023-09-01 00:00:00+00:00,1586826,2535872,16628,40373
_1_km_monthly_pixel_reliability_2023274_aid0001,aid0001,2023-10-01 00:00:00+00:00,2449293,1653571,47916,25487
_1_km_monthly_pixel_reliability_2023305_aid0001,aid0001,2023-11-01 00:00:00+00:00,1511855,2499992,64249,101736
_1_km_monthly_pixel_reliability_2023335_aid0001,aid0001,2023-12-01 00:00:00+00:00,1642315,2383953,64575,88224
_1_km_monthly_pixel_reliability_2024001_aid0001,aid0001,2024-01-01 00:00:00+00:00,1792229,1897745,62063,426362
_1_km_monthly_pixel_reliability_2024032_aid0001,aid0001,2024-02-01 00:00:00+00:00,2442721,1561784,86323,88961
_1_km_monthly_pixel_reliability_2024061_aid0001,aid0001,2024-03-01 00:00:00+00:00,2695945,1242030,162376,79660
_1_km_monthly_pixel_reliability_2024092_aid0001,aid0001,2024-04-01 00:00:00+00:00,2513023,1477853,150389,40020
_1_km_monthly_pixel_reliability_2024122_aid0001,aid0001,2024-05-01 00:00:00+00:00,2097787,1952939,83084,48245
_1_km_monthly_pixel_reliability_2024153_aid0001,aid0001,2024-06-01 00:00:00+00:00,1618920,2150637,30312,382086
_1_km_monthly_pixel_reliability_2024183_aid0001,aid0001,2024-07-01 00:00:00+00:00,673075,1425335,9836,2073751
_1_km_monthly_pixel_reliability_2024214_aid0001,aid0001,2024-08-01 00:00:00+00:00,911152,2245057,10058,1015850
_1_km_monthly_pixel_reliability_2024245_aid0001,aid0001,2024-09-01 00:00:00+00:00,1553226,2540472,13002,74401
_1_km_monthly_pixel_reliability_2024275_aid0001,aid0001,2024-10-01 00:00:00+00:00,1849529,2289132,18025,22262
_1_km_monthly_pixel_reliability_2024306_aid0001,aid0001,2024-11-01 00:00:00+00:00,1585243,2481803,49464,61367
_1_km_monthly_pixel_reliability_2024336_aid0001,aid0001,2024-12-01 00:00:00+00:00,2628836,1373929,80679,96257
_1_km_monthly_pixel_reliability_2025001_aid0001,aid0001,2025-01-01 00:00:00+00:00,1947797,1946303,157442,125110
_1_km_monthly_pixel_reliability_2025032_aid0001,aid0001,2025-02-01 00:00:00+00:00,3078024,857091,144715,99705
_1_km_monthly_pixel_reliability_2025060_aid0001,aid0001,2025-03-01 00:00:00+00:00,2785770,1151527,179678,63274
_1_km_monthly_pixel_reliability_2025091_aid0001,aid0001,2025-04-01 00:00:00+00:00,2078450,1941106,135606,27042
_1_km_monthly_pixel_reliability_2025121_aid0001,aid0001,2025-05-01 00:00:00+00:00,2100766,1974862,63125,43459
_1_km_monthly_pixel_reliability_2025152_aid0001,aid0001,2025-06-01 00:00:00+00:00,1329163,2449536,22115,381179
_1_km_monthly_pixel_reliability_2025182_aid0001,aid0001,2025-07-01 00:00:00+00:00,791160,2085393,8831,1296872
_1_km_monthly_pixel_reliability_2025213_aid0001,aid0001,2025-08-01 00:00:00+00:00,1106660,2518103,8428,549105
_1_km_monthly_pixel_reliability_2025244_aid0001,aid0001,2025-09-01 00:00:00+00:00,2050854,2054391,16023,59966
_1_km_monthly_pixel_reliability_2025274_aid0001,aid0001,2025-10-01 00:00:00+00:00,1829755,2283456,38580,26223
_1_km_monthly_pixel_reliability_2025305_aid0001,aid0001,2025-11-01 00:00:00+00:00,2065014,2003896,32529,74317
_1_km_monthly_pixel_reliability_2025335_aid0001,aid0001,2025-12-01 00:00:00+00:00,2184124,1825157,33305,134597
